,index,job_title,company_name,Excel,Python,R,Java,Scala,C/C++,MATLAB,SAS,SQL/databases,Oracle,SPSS,Stata,Machine Learning,Data Mining/Analytics,NLP,Visualisation,Big Data,AWS Cloud,Probability,Support Vector Machines,Neural Networks,GCP,Jason,xml,Azure,Google Cloud,Mathematics,IBM,Algebra,Statistics,Operations research,DevOps,Git,presentation,management,agile,SDLC,decision making,problem solving,Team building,project_management,leadership,consulting
0,https://ca.linkedin.com/jobs/view/principal-deep-learning-researcher-engineer-at-magic-leap-2307990414?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Principal Deep Learning Researcher/Engineer,Not found,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://ca.linkedin.com/jobs/view/data-scientist-at-chrysalabs-2274630481?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,ChrysaLabs,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2,https://ca.linkedin.com/jobs/view/data-engineer-consultant-at-accenture-2307006498?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Engineer Consultant,Accenture,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
3,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-futuresoftit-2274681908?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Machine Learning Engineer,FutureSoftIT,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,https://ca.linkedin.com/jobs/view/data-scientist-client-success-at-equifax-canada-co-2273084640?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist - Client Success,Equifax Canada Co.,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
5,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-aviva-canada-2213596201?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Machine Learning Engineer,Aviva Canada,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6,https://ca.linkedin.com/jobs/view/data-scientist-at-visa-2241516352?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Visa,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,https://ca.linkedin.com/jobs/view/data-scientist-at-ubisoft-2303906701?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Ubisoft,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
8,https://ca.linkedin.com/jobs/view/data-scientist-ii-at-surveymonkey-2277168741?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist II,SurveyMonkey,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9,https://ca.linkedin.com/jobs/view/data-scientist-at-tripstack-2307904397?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,TripStack,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
10,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-skycope-technologies-inc-2277109900?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Machine Learning Engineer,Skycope Technologies Inc,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-cineplex-2191790506?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Machine Learning Engineer,Cineplex,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,https://ca.linkedin.com/jobs/view/data-engineer-contract-at-tundra-technical-solutions-2308561164?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Engineer (contract),Tundra Technical Solutions,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
13,https://ca.linkedin.com/jobs/view/data-scientist-at-tc-transcontinental-2251500242?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,TC Transcontinental,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
14,https://ca.linkedin.com/jobs/view/senior-data-scientist-at-microsoft-2241511652?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Senior Data Scientist,Microsoft,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
15,https://ca.linkedin.com/jobs/view/data-scientist-at-amazon-web-services-aws-2207167787?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Amazon Web Services (AWS),0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
16,https://ca.linkedin.com/jobs/view/market-researcher-at-workhoppers-2307736744?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Market Researcher,Workhoppers,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
17,https://ca.linkedin.com/jobs/view/senior-data-engineer-at-randstad-canada-2307073028?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Senior Data Engineer ,Randstad Canada,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,https://ca.linkedin.com/jobs/view/data-scientist-at-hatch-2268896530?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Hatch,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19,https://ca.linkedin.com/jobs/view/data-scientist-at-just-energy-2231841953?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Just Energy,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20,https://ca.linkedin.com/jobs/view/data-scientist-game-at-prodigy-education-2173731319?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Data Scientist, Game",Prodigy Education,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,https://ca.linkedin.com/jobs/view/data-scientist-it-analytics-at-the-home-depot-canada-1979102144?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist - IT Analytics,The Home Depot Canada,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
22,https://ca.linkedin.com/jobs/view/data-scientist-intermediate-4-6-years-toronto-remote-during-covid-at-corgta-inc-2274619273?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist - Intermediate (4-6 years) - Toronto - Remote during COVID,CorGTA Inc.,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-michael-page-2198784866?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Machine Learning Engineer,Michael Page,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-content-signals-at-pinterest-2277142111?refId=cd0b781a-34e8-490c-a8dd-81d791061890&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Senior Machine Learning Engineer, Content Signals",Pinterest,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,https://ca.linkedin.com/jobs/view/data-scientist-at-visa-2241516352?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Visa,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,https://ca.linkedin.com/jobs/view/data-scientist-at-tripstack-2307904397?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,TripStack,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
27,https://ca.linkedin.com/jobs/view/data-scientist-at-ubisoft-2303906701?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Ubisoft,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
28,https://ca.linkedin.com/jobs/view/data-scientist-at-chrysalabs-2274630481?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,ChrysaLabs,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
29,https://ca.linkedin.com/jobs/view/data-scientist-consultant-toronto-at-capgemini-2273269116?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist Consultant - Toronto,Capgemini,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
30,https://ca.linkedin.com/jobs/view/data-scientist-at-loopio-2302736091?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Loopio,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
31,https://ca.linkedin.com/jobs/view/data-scientist-at-hatch-2268896530?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Hatch,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
32,https://ca.linkedin.com/jobs/view/data-scientist-ii-at-surveymonkey-2277168741?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist II,SurveyMonkey,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
33,https://ca.linkedin.com/jobs/view/data-scientist-at-leapgrad-2268842712?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,LeapGrad,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
34,https://ca.linkedin.com/jobs/view/data-scientist-at-just-energy-2231841953?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Just Energy,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35,https://ca.linkedin.com/jobs/view/data-scientist-at-zesty-ai-2268542082?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Zesty.ai,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
36,https://ca.linkedin.com/jobs/view/data-scientist-at-technical-safety-bc-2274637912?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Technical Safety BC,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0
37,https://ca.linkedin.com/jobs/view/data-scientist-at-northone-business-banking-2291222670?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,NorthOne Business Banking,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
38,https://ca.linkedin.com/jobs/view/data-scientist-at-amazon-web-services-aws-2207167787?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Amazon Web Services (AWS),0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
39,https://ca.linkedin.com/jobs/view/data-engineer-business-intelligence-at-paypal-2272699515?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Engineer - Business Intelligence,PayPal,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
40,https://ca.linkedin.com/jobs/view/data-scientist-business-innovation-at-td-2268814892?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist - Business Innovation,TD,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
41,https://ca.linkedin.com/jobs/view/data-scientist-at-wish-2176603367?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Wish,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,https://ca.linkedin.com/jobs/view/scientifique-des-donn%C3%A9es-et-appliqu%C3%A9-data-applied-scientist-at-microsoft-2264267307?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Scientifique des données et appliqué/ Data & Applied Scientist,Microsoft,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
43,https://ca.linkedin.com/jobs/view/data-scientist-at-bravado-2241570459?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Bravado,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
44,https://ca.linkedin.com/jobs/view/data-scientist-at-bus-2297948592?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,BUS,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
45,https://ca.linkedin.com/jobs/view/data-scientist-engineer-at-lotusflare-2294814743?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist / Engineer,LotusFlare,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
46,https://ca.linkedin.com/jobs/view/data-scientist-at-nugget-ai-2268466326?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,nugget.ai,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47,https://ca.linkedin.com/jobs/view/data-scientist-at-perennial-dcm-2280212864?refId=7de1dc96-7539-4304-a53c-f0d3ae14fb25&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Perennial | DCM,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
48,https://ca.linkedin.com/jobs/view/data-scientist-at-visa-2241516352?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Visa,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,https://ca.linkedin.com/jobs/view/data-scientist-at-tripstack-2307904397?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,TripStack,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
50,https://ca.linkedin.com/jobs/view/data-scientist-at-ubisoft-2303906701?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Ubisoft,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
51,https://ca.linkedin.com/jobs/view/data-scientist-at-chrysalabs-2274630481?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,ChrysaLabs,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
52,https://ca.linkedin.com/jobs/view/data-scientist-consultant-toronto-at-capgemini-2273269116?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist Consultant - Toronto,Capgemini,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
53,https://ca.linkedin.com/jobs/view/data-scientist-at-loopio-2302736091?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Loopio,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
54,https://ca.linkedin.com/jobs/view/data-scientist-at-hatch-2268896530?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Hatch,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
55,https://ca.linkedin.com/jobs/view/data-scientist-ii-at-surveymonkey-2277168741?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist II,SurveyMonkey,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
56,https://ca.linkedin.com/jobs/view/data-scientist-at-leapgrad-2268842712?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,LeapGrad,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
57,https://ca.linkedin.com/jobs/view/data-scientist-at-just-energy-2231841953?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Just Energy,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
58,https://ca.linkedin.com/jobs/view/data-scientist-at-zesty-ai-2268542082?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Zesty.ai,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
59,https://ca.linkedin.com/jobs/view/data-scientist-at-technical-safety-bc-2274637912?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Technical Safety BC,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0
60,https://ca.linkedin.com/jobs/view/data-scientist-at-northone-business-banking-2291222670?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,NorthOne Business Banking,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
61,https://ca.linkedin.com/jobs/view/data-scientist-at-amazon-web-services-aws-2207167787?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Amazon Web Services (AWS),0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
62,https://ca.linkedin.com/jobs/view/data-engineer-business-intelligence-at-paypal-2272699515?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Engineer - Business Intelligence,PayPal,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
63,https://ca.linkedin.com/jobs/view/data-scientist-business-innovation-at-td-2268814892?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist - Business Innovation,TD,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
64,https://ca.linkedin.com/jobs/view/data-scientist-at-wish-2176603367?refId=2cd9151e-a5bf-4379-a2b2-933b46b577ce&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Wish,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
